customer_id,last_order,frequency,monetary,avg_order_value,avg_delivery_days,recency,R_score,F_score,M_score,rfm_score,cluster,segment,repurchase,future_revenue_90d,region,customer_type,repurchase_probability,predicted_90d_revenue
10023,2025-12-23,7,1803.1200000000001,257.58857142857147,4.0,9,5,4,4,13,0,Regular,1,1099.2,West,Returning,0.984,1116.68
10024,2025-12-08,5,1548.83,309.76599999999996,3.4,24,4,3,4,11,0,Regular,1,939.33,West,Returning,0.988,933.5
10025,2025-12-26,5,1817.44,363.488,5.4,6,5,3,4,12,0,Regular,1,1107.59,West,Returning,0.932,1129.53
10026,2025-06-08,5,742.14,148.428,5.8,207,1,3,2,6,1,At Risk,0,379.12,North,New,0.056,377.68
10027,2025-12-26,6,1281.3400000000001,213.5566666666667,4.0,6,5,4,3,12,0,Regular,1,827.56,South,Returning,0.948,832.08
10028,2025-12-07,7,752.0500000000001,107.4357142857143,4.285714285714286,25,4,4,2,10,0,Regular,1,492.52,North,Returning,0.996,519.11
10029,2025-11-19,5,532.55,106.50999999999999,4.6,43,3,3,2,8,3,New/Occasional,1,358.18,North,New,0.948,355.02
10030,2025-08-28,4,823.6,205.9,4.25,126,1,2,2,5,3,New/Occasional,0,388.23,East,New,0.184,429.89
10031,2025-10-07,7,1847.25,263.89285714285717,5.285714285714286,86,2,4,4,10,0,Regular,1,1106.84,West,New,0.912,1103.74
10032,2025-12-18,5,1952.21,390.442,3.4,14,5,3,4,12,0,Regular,1,1201.41,West,New,0.98,1198.1
10033,2025-12-11,7,1716.5,245.21428571428572,4.142857142857143,21,4,4,4,12,0,Regular,1,1107.44,South,Returning,0.996,1088.71
10034,2025-12-09,7,2257.98,322.56857142857143,3.4285714285714284,23,4,4,5,13,2,High Value,1,1366.6,South,Returning,0.992,1357.16
10035,2025-11-23,8,2023.21,252.90125,4.625,39,3,5,5,13,2,High Value,1,1227.17,South,New,1.0,1228.87
10036,2025-10-02,6,2134.38,355.73,6.0,91,2,4,5,11,0,Regular,1,1212.13,North,Returning,0.896,1222.35
10037,2025-12-30,6,1330.91,221.81833333333336,4.166666666666667,2,5,4,3,12,0,Regular,0,865.0,North,Returning,0.364,852.04
10038,2025-10-23,5,738.34,147.668,3.8,70,2,3,2,7,3,New/Occasional,1,445.27,South,Returning,0.984,464.73
10039,2025-12-02,7,613.09,87.58428571428571,4.857142857142857,30,4,4,2,10,0,Regular,1,522.54,North,Returning,0.996,495.76
10040,2025-11-18,3,1503.17,501.0566666666667,5.0,44,3,1,4,8,3,New/Occasional,1,858.33,East,Returning,0.984,869.24
10041,2025-12-31,7,951.38,135.91142857142856,4.714285714285714,1,5,4,3,12,0,Regular,1,674.78,South,Returning,0.992,671.85
10042,2025-11-19,4,1285.72,321.43,3.5,43,3,2,3,8,3,New/Occasional,1,744.15,West,New,0.996,760.44
10043,2025-01-24,2,398.1,199.05,3.0,342,1,1,1,3,1,At Risk,0,0.0,East,Returning,0.056,28.24
10044,2025-12-01,6,1520.66,253.44333333333336,4.5,31,4,4,4,12,0,Regular,1,901.91,South,New,0.98,936.53
10045,2025-09-19,6,1535.0100000000002,255.83500000000004,4.333333333333333,104,2,4,4,10,0,Regular,1,852.66,West,Returning,0.988,885.0
10046,2025-12-14,5,695.54,139.108,3.2,18,4,3,2,9,3,New/Occasional,1,551.87,West,Returning,1.0,517.4
10047,2025-09-13,3,91.14,30.38,5.333333333333333,110,2,1,1,4,3,New/Occasional,0,54.16,South,New,0.104,45.14
10048,2025-11-22,8,1844.46,230.5575,5.375,40,3,5,4,12,2,High Value,1,1140.59,South,Returning,0.996,1134.58
10049,2025-09-06,3,649.44,216.48000000000002,5.0,117,2,1,2,5,3,New/Occasional,1,312.91,East,New,0.52,327.09
10050,2025-12-13,2,937.73,468.865,4.5,19,4,1,3,8,3,New/Occasional,1,607.89,North,New,0.992,582.72
10051,2025-10-15,4,369.15,92.2875,2.75,78,2,2,1,5,3,New/Occasional,0,205.58,North,New,0.248,219.46
10052,2025-12-18,9,2013.04,223.67111111111112,3.6666666666666665,14,5,5,5,15,2,High Value,1,1226.96,North,Returning,1.0,1259.99
10053,2025-09-04,7,3134.92,447.8457142857143,3.0,119,1,4,5,10,2,High Value,1,1789.74,West,New,0.94,1797.51
10054,2025-11-24,10,1405.95,140.595,3.6,38,4,5,4,13,2,High Value,1,916.64,East,Returning,0.996,920.92
10055,2025-10-05,11,4088.41,371.6736363636364,4.090909090909091,88,2,5,5,12,2,High Value,1,2352.5,East,New,0.968,2368.33
10056,2025-10-25,5,1163.01,232.602,5.0,68,2,3,3,8,0,Regular,1,660.22,West,Returning,0.996,680.6
10057,2025-12-15,8,2798.73,349.84125,4.875,17,4,5,5,14,2,High Value,1,1712.53,South,Returning,0.988,1687.83
10058,2025-12-22,10,1244.78,124.478,4.7,10,5,5,3,13,2,High Value,1,881.98,East,Returning,0.932,869.02
10059,2025-12-07,9,858.35,95.37222222222222,4.222222222222222,25,4,5,2,11,0,Regular,1,607.14,North,Returning,0.972,640.68
10060,2025-10-30,2,405.56,202.78,3.0,63,3,1,1,5,3,New/Occasional,1,248.79,North,Returning,0.856,271.7
10061,2025-11-09,3,422.25,140.75,3.3333333333333335,53,3,1,1,5,3,New/Occasional,1,239.57,East,Returning,0.96,256.39
10062,2025-07-08,4,2136.13,534.0325,5.25,177,1,2,5,8,1,At Risk,0,1060.32,South,Returning,0.128,1087.16
10064,2025-12-21,3,1281.4,427.1333333333334,6.666666666666667,11,5,1,3,9,3,New/Occasional,1,733.1,West,Returning,0.868,761.48
10065,2025-12-25,5,231.04,46.208,5.2,7,5,3,1,9,3,New/Occasional,1,241.54,East,Returning,0.98,206.91
10066,2025-12-12,6,2636.6499999999996,439.4416666666666,5.0,20,4,4,5,13,2,High Value,1,1542.73,East,Returning,0.988,1546.8
10067,2025-12-28,7,1578.99,225.57,4.571428571428571,4,5,4,4,13,0,Regular,1,1024.53,East,New,0.988,1011.43
10068,2025-11-09,7,1432.5800000000002,204.65428571428575,4.428571428571429,53,3,4,4,11,0,Regular,1,935.15,South,New,1.0,913.22
10069,2025-09-30,6,1242.6100000000001,207.1016666666667,2.8333333333333335,93,2,4,3,9,0,Regular,1,715.69,North,Returning,0.952,745.4
10070,2025-10-30,7,832.76,118.96571428571428,3.857142857142857,63,3,4,2,9,0,Regular,1,650.64,South,Returning,0.996,603.87
10071,2025-12-08,3,335.28000000000003,111.76,5.333333333333333,24,4,1,1,6,3,New/Occasional,1,256.47,North,Returning,0.976,248.26
10072,2025-11-09,7,928.23,132.6042857142857,5.428571428571429,53,3,4,3,10,0,Regular,1,612.66,South,Returning,0.944,615.6
10073,2025-12-09,5,2138.77,427.754,4.0,23,4,3,5,12,0,Regular,1,1228.91,West,Returning,0.988,1246.54
10074,2025-12-10,6,2298.3,383.05,3.3333333333333335,22,4,4,5,13,2,High Value,1,1370.07,North,Returning,0.988,1374.38
10075,2025-08-26,3,1364.0,454.6666666666667,3.6666666666666665,128,1,1,4,6,1,At Risk,0,710.3,North,New,0.296,707.38
10076,2025-12-06,5,1173.25,234.65,4.8,26,4,3,3,10,0,Regular,1,768.48,South,New,0.9,744.57
10077,2025-11-21,3,370.72,123.57333333333334,5.666666666666667,41,3,1,1,5,3,New/Occasional,1,230.14,South,Returning,0.984,234.86
10078,2025-09-21,8,2275.62,284.4525,3.875,102,2,5,5,12,2,High Value,1,1348.92,East,Returning,0.976,1329.05
10079,2025-08-29,7,1375.8200000000002,196.5457142857143,4.428571428571429,125,1,4,4,9,0,Regular,1,801.67,East,Returning,0.908,785.05
10080,2025-09-10,3,232.26,77.42,3.0,113,2,1,1,4,3,New/Occasional,1,144.16,West,Returning,0.752,85.04
10081,2025-10-05,3,942.0,314.0,3.6666666666666665,88,2,1,3,6,3,New/Occasional,1,559.78,East,Returning,0.948,550.52
10082,2025-12-06,4,2145.55,536.3875,3.25,26,4,2,5,11,0,Regular,1,1270.33,South,New,0.996,1252.88
10083,2025-12-29,6,3503.4300000000003,583.9050000000001,5.166666666666667,3,5,4,5,14,2,High Value,1,2088.96,West,Returning,0.992,2096.87
10084,2025-11-27,4,571.8,142.95,4.75,35,4,2,2,8,3,New/Occasional,1,424.31,North,New,0.988,405.68
10085,2025-12-29,6,1248.51,208.085,4.666666666666667,3,5,4,3,12,0,Regular,1,840.79,North,Returning,0.94,835.82
10086,2025-04-21,3,403.46000000000004,134.48666666666668,5.0,255,1,1,1,3,1,At Risk,0,86.13,North,Returning,0.024,95.8
10087,2025-10-06,8,1766.63,220.82875,4.375,87,2,5,4,11,2,High Value,1,1081.67,West,New,0.996,1068.0
10088,2025-11-15,4,738.1500000000001,184.53750000000002,5.5,47,3,2,2,7,3,New/Occasional,1,522.09,South,Returning,0.984,493.37
10089,2025-12-03,3,575.45,191.8166666666667,4.0,29,4,1,2,7,3,New/Occasional,1,378.34,North,New,0.996,383.1
10090,2025-12-23,8,1814.57,226.82125,4.875,9,5,5,4,14,2,High Value,1,1189.43,South,New,1.0,1157.83
10091,2025-11-18,4,829.56,207.39,4.5,44,3,2,2,7,3,New/Occasional,1,494.99,North,New,0.988,523.05
10092,2025-12-31,3,193.99,64.66333333333334,2.3333333333333335,1,5,1,1,7,3,New/Occasional,1,242.33,East,New,0.988,212.74
10093,2025-10-31,5,1509.49,301.898,5.0,62,3,3,4,10,0,Regular,1,910.15,South,Returning,1.0,901.75
10095,2025-12-21,4,2567.0499999999997,641.7624999999999,4.75,11,5,2,5,12,0,Regular,0,1491.89,South,Returning,0.344,1498.4
10096,2025-12-24,8,2728.91,341.11375,4.875,8,5,5,5,15,2,High Value,1,1665.25,East,Returning,0.988,1662.74
10097,2025-11-22,5,3216.0299999999997,643.2059999999999,5.2,40,3,3,5,11,2,High Value,1,1845.17,South,New,0.992,1867.66
10098,2025-12-03,4,2408.1,602.025,5.0,29,4,2,5,11,0,Regular,1,1400.53,North,New,0.968,1422.08
10099,2025-11-26,6,707.5,117.91666666666667,4.166666666666667,36,4,4,2,10,0,Regular,1,502.07,North,Returning,0.92,482.02
10100,2025-12-01,7,2280.4900000000002,325.7842857142858,4.142857142857143,31,4,4,5,13,2,High Value,1,1375.48,West,New,0.988,1378.77
10101,2025-12-22,3,286.26,95.42,3.6666666666666665,10,5,1,1,7,3,New/Occasional,1,176.86,West,Returning,0.996,203.07
10102,2025-09-15,2,192.01,96.005,8.0,108,2,1,1,4,3,New/Occasional,0,136.51,East,New,0.096,84.89
10103,2025-08-07,2,200.22,100.11,3.5,147,1,1,1,3,1,At Risk,0,53.14,South,Returning,0.012,60.34
10104,2025-12-07,5,1064.57,212.914,4.2,25,4,3,3,10,0,Regular,1,692.51,West,Returning,0.984,680.77
10105,2025-11-25,7,3787.44,541.0628571428572,4.857142857142857,37,4,4,5,13,2,High Value,1,2204.11,West,New,0.992,2209.75
10106,2025-11-13,5,862.84,172.568,5.6,49,3,3,2,8,0,Regular,0,582.24,East,New,0.336,568.64
10107,2025-12-23,5,738.6600000000001,147.73200000000003,5.6,9,5,3,2,10,0,Regular,1,519.85,South,Returning,0.996,516.21
10108,2025-07-12,5,833.1899999999999,166.63799999999998,4.2,173,1,3,2,6,1,At Risk,0,411.67,South,New,0.06,421.51
10109,2025-08-23,1,27.22,27.22,8.0,131,1,1,1,3,1,At Risk,0,0.0,North,Returning,0.012,5.18
10110,2025-12-27,6,1893.57,315.59499999999997,3.5,5,5,4,4,13,0,Regular,1,1218.76,West,Returning,0.984,1180.41
10111,2025-12-24,5,1069.25,213.85,5.0,8,5,3,3,11,0,Regular,1,707.97,South,New,0.936,694.13
10112,2025-12-11,6,1148.98,191.49666666666667,4.5,21,4,4,3,11,0,Regular,1,749.81,North,Returning,0.848,741.35
10113,2025-11-25,5,1667.7,333.54,4.8,37,4,3,4,11,0,Regular,1,988.69,South,Returning,0.996,990.17
10114,2025-10-05,6,1182.69,197.115,4.833333333333333,88,2,4,3,9,0,Regular,1,698.06,East,Returning,0.976,673.62
10115,2025-04-10,2,249.96999999999997,124.98499999999999,5.0,266,1,1,1,3,1,At Risk,0,1.91,North,Returning,0.248,7.33
10116,2025-12-18,8,2659.64,332.455,4.375,14,5,5,5,15,2,High Value,1,1592.13,West,New,0.992,1582.98
10117,2025-10-08,4,790.2700000000001,197.56750000000002,3.75,85,2,2,2,6,3,New/Occasional,1,483.59,West,New,0.76,473.86
10118,2025-05-18,5,927.9800000000001,185.59600000000003,3.8,228,1,3,3,7,1,At Risk,0,449.92,East,Returning,0.056,422.25
10119,2025-10-07,5,1577.8,315.56,4.2,86,2,3,4,9,0,Regular,1,917.94,South,Returning,0.992,911.46
10120,2025-12-28,5,1590.1999999999998,318.03999999999996,5.6,4,5,3,4,12,0,Regular,1,984.36,East,New,0.94,994.32
10121,2025-06-03,2,138.63,69.315,4.5,212,1,1,1,3,1,At Risk,0,0.0,East,New,0.008,2.37
10122,2025-07-29,3,115.52000000000001,38.50666666666667,4.333333333333333,156,1,1,1,3,1,At Risk,1,30.38,East,Returning,0.612,25.03
10123,2025-05-01,4,613.47,153.3675,4.75,245,1,2,2,5,1,At Risk,0,163.08,North,Returning,0.052,176.81
10124,2025-10-23,8,1853.96,231.745,5.25,70,2,5,4,11,2,High Value,1,1136.52,South,New,0.996,1124.3
10125,2025-12-23,6,1832.59,305.4316666666667,3.1666666666666665,9,5,4,4,13,0,Regular,0,1139.65,North,Returning,0.384,1129.0
10126,2025-10-10,8,1310.38,163.7975,6.125,83,2,5,3,10,0,Regular,1,846.89,South,Returning,0.716,802.33
10127,2025-11-16,3,803.09,267.69666666666666,5.0,46,3,1,2,6,3,New/Occasional,1,452.95,South,Returning,0.956,519.49
10128,2025-12-02,5,685.89,137.178,5.6,30,4,3,2,9,3,New/Occasional,1,437.16,North,New,0.976,449.36
10129,2025-08-15,2,253.46,126.73,5.0,139,1,1,1,3,1,At Risk,1,99.01,North,New,0.588,88.13
10130,2025-09-27,2,1302.94,651.47,4.5,96,2,1,3,6,3,New/Occasional,1,690.24,East,Returning,0.98,706.25
10131,2025-11-17,9,3922.04,435.78222222222223,4.888888888888889,45,3,5,5,13,2,High Value,0,2238.02,North,Returning,0.372,2321.34
10133,2025-12-31,2,217.88,108.94,4.0,1,5,1,1,7,3,New/Occasional,1,184.72,East,Returning,0.988,181.84
10134,2025-12-07,9,2457.8399999999997,273.0933333333333,4.333333333333333,25,4,5,5,14,2,High Value,1,1584.58,South,Returning,0.98,1557.97
10135,2025-11-21,1,531.88,531.88,4.0,41,3,1,2,6,3,New/Occasional,1,322.84,East,Returning,0.928,340.13
10136,2025-12-22,9,2937.9,326.43333333333334,3.5555555555555554,10,5,5,5,15,2,High Value,1,1757.35,North,Returning,0.968,1755.56
10137,2025-10-02,3,1337.6699999999998,445.88999999999993,8.0,91,2,1,3,6,3,New/Occasional,1,754.26,West,Returning,0.956,750.3
10138,2025-09-24,2,685.79,342.895,3.5,99,2,1,2,5,3,New/Occasional,1,388.48,South,Returning,0.42,375.36
10139,2025-08-06,4,501.4,125.35,4.0,148,1,2,2,5,1,At Risk,0,184.19,West,New,0.14,211.08
10140,2025-12-14,5,539.26,107.852,4.2,18,4,3,2,9,3,New/Occasional,1,390.33,North,Returning,0.96,396.14
10141,2025-12-29,6,1021.14,170.19,3.3333333333333335,3,5,4,3,12,0,Regular,1,742.41,South,Returning,0.988,712.69
10142,2025-10-20,5,1328.67,265.73400000000004,5.4,73,2,3,3,8,0,Regular,1,731.72,South,New,0.96,765.77
10143,2025-12-28,6,1479.32,246.5533333333333,4.666666666666667,4,5,4,4,13,0,Regular,1,938.23,West,Returning,1.0,939.6
10144,2025-08-17,6,3252.74,542.1233333333333,3.3333333333333335,137,1,4,5,10,2,High Value,1,1796.18,East,New,0.996,1835.0
10145,2025-09-17,2,248.46,124.23,4.0,106,2,1,1,4,3,New/Occasional,1,92.71,South,New,0.196,87.02
10146,2025-09-01,2,414.91999999999996,207.45999999999998,5.5,122,1,1,1,3,3,New/Occasional,0,232.56,South,Returning,0.024,206.34
10147,2025-07-16,3,1207.13,402.3766666666667,3.3333333333333335,169,1,1,3,5,1,At Risk,0,638.6,South,New,0.104,606.64
10148,2025-03-06,1,11.62,11.62,8.0,301,1,1,1,3,1,At Risk,0,0.0,South,Returning,0.008,0.25
10149,2025-10-22,2,192.58999999999997,96.29499999999999,4.0,71,2,1,1,4,3,New/Occasional,1,72.43,South,Returning,0.748,94.74
10150,2025-08-16,3,936.0600000000001,312.02000000000004,3.6666666666666665,138,1,1,3,5,1,At Risk,1,519.19,North,Returning,0.26,488.73
10151,2025-07-01,2,222.39999999999998,111.19999999999999,4.0,184,1,1,1,3,1,At Risk,0,49.84,West,New,0.004,54.18
10152,2025-11-26,3,621.67,207.22333333333333,3.3333333333333335,36,4,1,2,7,3,New/Occasional,1,392.93,West,New,0.992,409.44
10153,2025-09-24,6,2085.57,347.595,5.5,99,2,4,5,11,0,Regular,1,1218.89,North,New,0.908,1212.17
10154,2025-09-12,7,3491.14,498.7342857142857,4.285714285714286,111,2,4,5,11,2,High Value,1,1998.89,East,New,0.996,2035.29
10155,2025-11-22,6,1500.8899999999999,250.1483333333333,4.333333333333333,40,3,4,4,11,0,Regular,1,896.88,North,Returning,1.0,913.14
10156,2025-11-30,5,1235.81,247.16199999999998,5.2,32,4,3,3,10,0,Regular,1,750.11,East,Returning,0.968,766.31
10157,2025-11-13,5,1109.1399999999999,221.82799999999997,4.8,49,3,3,3,9,0,Regular,1,686.12,South,New,0.916,679.78
10158,2025-12-07,6,584.68,97.44666666666666,4.0,25,4,4,2,10,0,Regular,1,369.41,East,Returning,1.0,379.71
10159,2025-10-22,5,2639.57,527.914,3.6,71,2,3,5,10,2,High Value,1,1495.87,West,Returning,0.992,1508.96
10160,2025-04-16,5,2042.9099999999999,408.582,5.4,260,1,3,5,9,1,At Risk,0,981.87,West,New,0.26,1007.12
10161,2025-11-30,6,603.86,100.64333333333333,4.666666666666667,32,4,4,2,10,0,Regular,1,447.32,North,New,0.948,447.63
10162,2025-12-31,10,1174.07,117.407,5.0,1,5,5,3,13,2,High Value,1,815.42,West,Returning,0.952,797.71
10163,2025-07-31,3,428.03,142.67666666666665,3.3333333333333335,154,1,1,1,3,1,At Risk,0,195.85,North,Returning,0.012,206.58
10164,2025-12-19,7,1464.2199999999998,209.17428571428567,4.857142857142857,13,5,4,4,13,0,Regular,1,957.41,North,New,1.0,937.15
10165,2025-10-04,6,1678.72,279.7866666666667,4.666666666666667,89,2,4,4,10,0,Regular,1,977.63,East,Returning,1.0,955.12
10166,2025-12-30,8,2238.19,279.77375,5.125,2,5,5,5,15,2,High Value,1,1419.63,South,Returning,0.98,1412.52
10167,2025-12-29,5,1469.25,293.85,4.6,3,5,3,4,12,0,Regular,1,946.12,West,Returning,0.992,921.71
10168,2025-09-09,4,547.08,136.77,3.5,114,2,2,2,6,3,New/Occasional,1,291.97,West,New,0.952,307.68
10169,2025-12-10,4,2102.85,525.7125,3.75,22,4,2,5,11,0,Regular,1,1240.01,South,New,0.992,1243.38
10170,2025-12-22,6,1649.74,274.95666666666665,4.333333333333333,10,5,4,4,13,0,Regular,1,1012.6,West,Returning,0.988,1007.15
10171,2025-10-13,4,247.93,61.9825,4.5,80,2,2,1,5,3,New/Occasional,1,142.2,South,New,0.868,150.55
10172,2025-12-18,6,2532.0299999999997,422.00499999999994,5.0,14,5,4,5,14,2,High Value,1,1573.34,South,Returning,0.996,1484.62
10173,2025-12-28,5,1098.56,219.712,6.0,4,5,3,3,11,0,Regular,1,713.53,South,Returning,0.88,716.09
10174,2025-08-05,5,1074.29,214.858,5.0,149,1,3,3,7,1,At Risk,0,576.35,West,New,0.04,574.96
10175,2025-05-02,2,214.47,107.235,5.0,244,1,1,1,3,1,At Risk,0,0.0,North,Returning,0.012,1.95
10176,2025-12-01,8,2456.3,307.0375,5.875,31,4,5,5,14,2,High Value,1,1510.07,North,Returning,0.996,1497.02
10177,2025-12-17,5,962.23,192.446,5.0,15,5,3,3,11,0,Regular,1,616.69,South,Returning,0.992,612.29
10178,2025-10-11,5,1595.22,319.044,4.4,82,2,3,4,9,0,Regular,1,907.9,West,Returning,0.996,915.72
10179,2025-12-11,4,186.59,46.6475,3.5,21,4,2,1,7,3,New/Occasional,1,218.52,West,Returning,0.9,165.4
10180,2025-11-23,8,1883.3400000000001,235.41750000000002,4.0,39,3,5,4,12,2,High Value,1,1122.68,West,Returning,1.0,1132.44
10181,2025-09-15,6,2672.62,445.43666666666667,4.0,108,2,4,5,11,2,High Value,1,1517.28,West,Returning,0.984,1528.54
10182,2025-12-23,5,1106.04,221.208,3.0,9,5,3,3,11,0,Regular,1,691.49,West,Returning,0.808,703.85
10183,2025-08-24,2,827.79,413.895,3.5,130,1,1,2,4,1,At Risk,0,333.97,South,Returning,0.104,370.86
10184,2025-11-08,1,85.29,85.29,6.0,54,3,1,1,5,3,New/Occasional,0,43.47,South,New,0.172,44.64
10185,2025-08-05,2,327.66,163.83,4.5,149,1,1,1,3,1,At Risk,0,71.71,West,New,0.012,89.95
10186,2025-12-02,6,1166.82,194.47,5.0,30,4,4,3,11,0,Regular,1,706.08,East,New,0.932,732.12
10187,2025-12-13,3,1245.6399999999999,415.2133333333333,6.0,19,4,1,3,8,3,New/Occasional,1,842.85,South,Returning,0.992,804.24
10188,2025-11-25,2,146.2,73.1,4.0,37,4,1,1,6,3,New/Occasional,1,132.08,North,Returning,0.932,122.22
10189,2025-12-19,7,1347.0900000000001,192.4414285714286,5.142857142857143,13,5,4,4,13,0,Regular,1,905.03,West,Returning,0.936,890.22
10190,2025-11-03,5,1392.04,278.408,5.8,59,3,3,4,10,0,Regular,1,830.66,South,Returning,0.972,839.03
10191,2025-11-24,6,2742.82,457.1366666666667,4.166666666666667,38,4,4,5,13,2,High Value,1,1570.56,West,Returning,0.988,1594.35
10192,2025-08-23,7,1309.3,187.04285714285714,5.142857142857143,131,1,4,3,8,0,Regular,1,752.42,South,Returning,0.416,755.85
10193,2025-12-11,4,1369.79,342.4475,6.0,21,4,2,4,10,0,Regular,1,824.05,North,New,0.976,820.88
10194,2025-06-08,2,1107.13,553.565,5.0,207,1,1,3,5,1,At Risk,0,421.27,West,Returning,0.072,443.53
10195,2025-11-06,9,751.0,83.44444444444444,5.111111111111111,56,3,5,2,10,0,Regular,1,617.35,North,Returning,0.988,589.1
10196,2025-09-05,5,2565.8900000000003,513.1780000000001,5.6,118,2,3,5,10,0,Regular,1,1421.91,North,Returning,0.908,1438.39
10197,2025-07-05,4,369.16999999999996,92.29249999999999,4.0,180,1,2,1,4,1,At Risk,0,113.9,East,New,0.008,135.9
10198,2025-12-27,2,528.13,264.065,3.5,5,5,1,2,8,3,New/Occasional,1,356.28,West,Returning,0.968,357.78
10199,2025-06-05,4,1760.1200000000001,440.03000000000003,4.75,210,1,2,4,7,1,At Risk,1,832.81,North,Returning,0.796,878.34
10200,2025-12-14,4,499.52,124.88,5.0,18,4,2,2,8,3,New/Occasional,1,327.71,South,Returning,0.984,357.68
10201,2025-11-10,6,1383.49,230.58166666666668,5.0,52,3,4,4,11,0,Regular,1,905.9,West,Returning,1.0,885.36
10202,2025-06-19,3,500.46,166.82,6.666666666666667,196,1,1,2,4,1,At Risk,0,164.66,West,Returning,0.016,171.61
10203,2025-12-28,7,1634.8799999999999,233.5542857142857,4.857142857142857,4,5,4,4,13,0,Regular,1,1050.95,South,Returning,0.996,1025.16
10204,2025-12-02,7,1598.8700000000001,228.41000000000003,4.0,30,4,4,4,12,0,Regular,1,1012.0,North,Returning,0.988,999.51
10205,2025-09-26,3,435.15,145.04999999999998,2.0,97,2,1,1,4,3,New/Occasional,1,229.94,North,Returning,0.844,219.14
10206,2025-12-27,7,3419.98,488.56857142857143,5.714285714285714,5,5,4,5,14,2,High Value,1,2013.64,North,Returning,0.996,1999.32
10207,2025-11-15,5,1153.99,230.798,4.8,47,3,3,3,9,0,Regular,1,791.81,North,New,1.0,718.6
10208,2025-12-17,5,2084.59,416.918,4.6,15,5,3,5,13,0,Regular,1,1227.09,East,Returning,0.992,1229.5
10209,2025-12-18,7,836.62,119.51714285714286,4.571428571428571,14,5,4,2,11,0,Regular,1,572.25,North,Returning,0.992,593.81
10210,2025-11-17,3,1743.96,581.32,4.666666666666667,45,3,1,4,8,3,New/Occasional,1,1019.85,South,New,0.98,1025.53
10211,2025-11-24,6,2341.82,390.30333333333334,2.5,38,4,4,5,13,2,High Value,1,1346.83,East,Returning,0.984,1365.34
10212,2025-12-03,7,2131.0699999999997,304.4385714285714,3.2857142857142856,29,4,4,5,13,2,High Value,1,1337.73,East,Returning,0.896,1302.77
